GMID,Name,School,Year,Grade,PerRimABlkd,Per2PJABlkd,Per3PABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,PerS2APB,PerL2PAPB,PerPBDunked
3683,Tanner Smith,Clemson,2011,Sr,1.11%,1.59%,0.88%,39.39%,42.11%,29.73%,6.67%,3.17%,0.00%
28213,Bernard Sullivan,Clemson,2011,Fr,5.56%,19.05%,0.00%,66.67%,35.29%,50.00%,22.22%,0.00%,0.00%
3673,Andre Young,Clemson,2011,Sr,8.33%,7.69%,1.58%,40.91%,36.96%,37.90%,2.08%,0.00%,0.00%
15428,D'Aundray Brown,Cleveland State,2011,Sr,7.06%,3.67%,0.00%,41.18%,31.34%,22.58%,14.12%,4.59%,0.00%
23730,Sebastian Douglas,Cleveland State,2011,Fr,12.50%,0.00%,0.00%,33.33%,25.00%,33.33%,0.00%,0.00%,NA
30889,Anton Grady,Cleveland State,2011,Fr,6.31%,5.62%,0.00%,22.22%,20.37%,62.50%,22.52%,4.49%,0.00%
15437,Trevon Harmon,Cleveland State,2011,Sr,20.19%,2.00%,0.53%,44.00%,50.00%,31.36%,1.92%,2.00%,0.00%
15436,Tim Kamczyc,Cleveland State,2011,Jr,12.37%,12.50%,0.00%,33.33%,60.00%,26.47%,5.15%,7.50%,0.00%
30890,Charlie Lee,Cleveland State,2011,Fr,12.90%,7.55%,3.39%,58.33%,45.95%,39.58%,0.00%,0.00%,NA
23731,Devon Long,Cleveland State,2011,So,7.14%,25.00%,NA,20.00%,0.00%,NA,14.29%,12.50%,0.00%
30891,Marlin Mason,Cleveland State,2011,Fr,0.00%,5.00%,0.00%,62.50%,42.86%,20.00%,19.05%,10.00%,16.67%
9569,Jeremy Montgomery,Cleveland State,2011,Sr,13.27%,10.87%,1.72%,39.22%,50.00%,45.13%,2.04%,0.00%,0.00%
23733,Ludovic N'Daye,Cleveland State,2011,So,23.08%,11.11%,0.00%,20.00%,15.38%,0.00%,7.69%,11.11%,0.00%
30892,Ike Nwamu,Cleveland State,2011,Fr,10.00%,0.00%,0.00%,50.00%,0.00%,38.89%,0.00%,0.00%,NA
15425,Aaron Pogue,Cleveland State,2011,Sr,14.29%,12.50%,0.00%,46.88%,30.19%,NA,20.00%,6.25%,0.00%
31174,Bisi Addey,Coastal Carolina,2011,Jr,8.00%,16.67%,NA,54.55%,25.00%,NA,20.00%,33.33%,0.00%
31173,Charles Ashford,Coastal Carolina,2011,Jr,8.33%,33.33%,NA,60.00%,75.00%,NA,8.33%,0.00%,0.00%
31172,Richie Berry,Coastal Carolina,2011,Fr,0.00%,NA,0.00%,NA,NA,0.00%,0.00%,NA,NA
12210,Brandon Crawford,Coastal Carolina,2011,Sr,20.00%,0.00%,0.00%,66.67%,25.00%,NA,0.00%,0.00%,NA
31171,Warren Gillis,Coastal Carolina,2011,Fr,0.00%,1.89%,0.00%,63.64%,32.26%,33.33%,14.71%,0.00%,0.00%
19999,Chris Gradnigo,Coastal Carolina,2011,Sr,6.90%,1.13%,0.00%,36.67%,26.73%,33.78%,11.49%,0.56%,25.00%
15967,Kierre Greenwood,Coastal Carolina,2011,Jr,5.43%,2.04%,0.00%,58.97%,45.90%,30.43%,1.09%,0.00%,0.00%
15965,Jordan Griffin,Coastal Carolina,2011,Sr,20.00%,0.00%,0.00%,16.67%,40.00%,31.82%,10.00%,0.00%,0.00%
22742,Willie Kirkland,Coastal Carolina,2011,RS-Sr,20.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,NA
15971,Sam McLaurin,Coastal Carolina,2011,Jr,2.86%,4.29%,NA,26.47%,17.95%,NA,16.43%,5.71%,11.54%
15963,Dexter Moore,Coastal Carolina,2011,Sr,6.67%,0.00%,0.00%,25.00%,60.00%,28.95%,0.00%,0.00%,NA
15962,Danny Nieman,Coastal Carolina,2011,Jr,15.38%,6.67%,0.00%,20.00%,27.27%,44.12%,15.38%,0.00%,0.00%
15964,Jon Pack,Coastal Carolina,2011,Sr,7.27%,4.55%,0.00%,52.78%,36.36%,0.00%,27.27%,11.36%,0.00%
15960,Anthony Raffa,Coastal Carolina,2011,Jr,12.66%,9.09%,1.59%,44.83%,35.00%,33.33%,4.43%,2.02%,0.00%
24193,Adjehi Baru,Charleston,2011,Fr,6.33%,8.60%,NA,35.48%,31.03%,NA,21.52%,6.45%,4.35%
21029,Bart Benton,Charleston,2011,Jr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31679,Pat Branin,Charleston,2011,Fr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
22903,James Carlton,Charleston,2011,So,6.67%,0.00%,0.00%,50.00%,22.22%,20.00%,26.67%,0.00%,0.00%
31680,Trevonte Dixon,Charleston,2011,Fr,0.00%,8.33%,0.00%,66.67%,44.44%,16.67%,0.00%,8.33%,0.00%
22904,Nori Johnson,Charleston,2011,So,0.00%,5.56%,0.00%,50.00%,64.29%,31.25%,18.75%,5.56%,0.00%
21027,Andrew Lawrence,Charleston,2011,Jr,9.38%,3.23%,1.14%,44.44%,34.21%,32.17%,0.00%,3.23%,0.00%
22905,Jordan Scott,Charleston,2011,So,11.76%,7.69%,0.00%,22.22%,37.50%,23.91%,0.00%,0.00%,0.00%
28209,Anthony Stitt,Charleston,2011,Fr,9.09%,7.89%,0.00%,27.27%,50.00%,38.64%,0.00%,0.00%,0.00%
21037,Matt Sundberg,Charleston,2011,Jr,30.00%,4.76%,0.82%,36.36%,30.00%,31.33%,20.00%,4.76%,20.00%
22906,Trent Wiedeman,Charleston,2011,So,6.77%,5.52%,0.00%,31.48%,20.93%,33.33%,12.03%,0.69%,0.00%
21028,Antwaine Wiggins,Charleston,2011,Sr,7.58%,9.90%,1.79%,29.17%,36.23%,28.70%,14.39%,8.91%,0.00%
30941,Jared Accettura,Colgate,2011,Jr,NA,0.00%,NA,NA,100.00%,NA,NA,0.00%,NA
17109,Lazar Bogdanovic,Colgate,2011,Jr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
3751,John Brandenburg,Colgate,2011,Jr,1.39%,0.00%,NA,31.25%,16.00%,NA,18.06%,0.00%,0.00%
30940,Clayton Graham,Colgate,2011,So,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
17115,Yaw Gyawu,Colgate,2011,Sr,5.26%,2.78%,NA,36.36%,28.89%,NA,0.00%,4.17%,0.00%
17105,Brandon James,Colgate,2011,Jr,0.00%,7.69%,3.08%,42.86%,17.86%,26.19%,28.00%,2.56%,0.00%
22821,Chad Johnson,Colgate,2011,So,0.00%,0.00%,0.00%,50.00%,NA,12.50%,25.00%,0.00%,0.00%
30939,Matt McMullen,Colgate,2011,Fr,11.76%,17.65%,0.00%,40.00%,45.45%,31.58%,17.65%,0.00%,0.00%
17114,Sterling Melville,Colgate,2011,Sr,11.21%,14.00%,0.00%,36.17%,20.59%,20.59%,4.67%,0.00%,0.00%
22822,Pat Moore,Colgate,2011,So,11.54%,17.95%,0.00%,36.84%,25.93%,30.00%,1.92%,0.00%,0.00%
17112,Nick Pascale,Colgate,2011,Sr,8.89%,8.20%,NA,17.65%,18.60%,NA,7.78%,1.64%,0.00%
30938,Luke Roh,Colgate,2011,Fr,15.00%,4.76%,0.00%,47.83%,22.22%,0.00%,0.00%,0.00%,NA
17111,Mitch Rolls,Colgate,2011,Jr,12.50%,1.52%,0.00%,33.33%,28.95%,25.40%,8.33%,0.00%,0.00%
17110,Mike Venezia,Colgate,2011,Sr,33.33%,4.26%,0.00%,41.67%,27.87%,29.49%,5.56%,0.00%,0.00%
22370,Will Bell,Colorado State,2011,Sr,7.84%,13.89%,NA,37.04%,17.54%,NA,9.80%,6.94%,0.00%
22366,Chad Calcaterra,Colorado State,2011,Fr,0.00%,0.00%,NA,100.00%,0.00%,NA,12.50%,0.00%,0.00%
9797,Jesse Carr,Colorado State,2011,Jr,9.26%,12.50%,0.00%,42.11%,34.21%,33.33%,1.85%,1.79%,0.00%
4181,Wes Eikmeier,Colorado State,2011,Jr,14.29%,4.83%,1.34%,48.00%,33.07%,30.85%,1.79%,0.00%,0.00%
9796,Dorian Green,Colorado State,2011,Jr,9.84%,8.79%,0.00%,58.82%,38.18%,30.00%,4.92%,0.00%,0.00%
9802,Pierce Hornung,Colorado State,2011,Jr,8.93%,10.00%,0.00%,34.48%,36.36%,18.18%,24.11%,0.00%,3.70%
30631,Cody Mann,Colorado State,2011,Fr,10.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,0.00%,NA
24038,Kaipo Sabas,Colorado State,2011,Sr,14.29%,0.00%,4.84%,20.00%,50.00%,40.00%,0.00%,0.00%,NA
22367,Dwight Smith,Colorado State,2011,So,11.54%,13.04%,5.26%,25.00%,25.00%,25.00%,3.85%,4.35%,0.00%
10990,Greg Smith (2),Colorado State,2011,Jr,8.00%,4.00%,6.52%,25.00%,16.92%,18.52%,17.33%,1.00%,14.29%
9804,Trevor Williams,Colorado State,2011,So,12.50%,0.00%,NA,33.33%,33.33%,NA,37.50%,0.00%,0.00%
4292,Jeremy Adams,Colorado,2011,So,30.77%,11.76%,0.00%,25.00%,20.00%,38.89%,11.54%,0.00%,0.00%
30386,Askia Booker,Colorado,2011,Fr,23.40%,5.75%,0.00%,38.89%,36.54%,32.65%,2.13%,2.30%,0.00%
9734,Carlon Brown,Colorado,2011,Sr,10.00%,2.54%,0.00%,36.96%,27.27%,20.62%,6.67%,0.00%,0.00%
32142,Damiene Cain,Colorado,2011,Fr,0.00%,NA,NA,0.00%,NA,NA,0.00%,NA,NA
19834,Sabatino Chen,Colorado,2011,Jr,7.69%,0.00%,9.09%,36.36%,40.00%,45.45%,2.56%,0.00%,0.00%
30385,Spencer Dinwiddie,Colorado,2011,Fr,13.89%,14.10%,0.00%,33.33%,35.09%,29.63%,4.17%,2.56%,0.00%
3607,Austin Dufault,Colorado,2011,Sr,8.59%,8.33%,0.00%,48.39%,24.56%,34.15%,9.82%,4.76%,0.00%
4166,Trey Eckloff,Colorado,2011,Sr,0.00%,0.00%,0.00%,NA,50.00%,0.00%,0.00%,0.00%,NA
4168,Shane Harris-Tunks,Colorado,2011,So,11.76%,10.34%,NA,30.77%,31.25%,NA,9.80%,3.45%,0.00%
23284,Ben Mills,Colorado,2011,So,20.00%,NA,NA,100.00%,NA,NA,40.00%,NA,0.00%
23283,Andre Roberson,Colorado,2011,So,10.34%,10.29%,0.00%,44.07%,33.96%,19.35%,19.54%,2.94%,8.33%
4170,Shannon Sharpe,Colorado,2011,So,10.00%,0.00%,0.00%,50.00%,100.00%,50.00%,0.00%,0.00%,NA
4162,Nate Tomlinson,Colorado,2011,Sr,6.25%,5.88%,0.00%,35.71%,36.36%,31.88%,0.00%,0.00%,NA
30387,Beau Webb,Colorado,2011,Fr,NA,NA,0.00%,NA,NA,NA,NA,NA,NA
12394,Noruwa Agho,Columbia,2011,Sr,20.00%,25.00%,0.00%,58.33%,33.33%,33.33%,6.67%,0.00%,0.00%
12385,Brian Barbour,Columbia,2011,Jr,11.54%,6.29%,0.90%,30.51%,39.29%,33.78%,2.88%,1.40%,0.00%
12391,Mark Cisco,Columbia,2011,Jr,9.01%,4.04%,NA,24.00%,19.67%,NA,18.92%,4.04%,0.00%
12386,Chris Crockett,Columbia,2011,Sr,37.50%,9.09%,0.86%,75.00%,30.00%,20.83%,0.00%,0.00%,NA
12389,John Daniels,Columbia,2011,Jr,10.53%,0.00%,0.00%,47.06%,32.26%,0.00%,21.05%,2.70%,0.00%
12397,Steven Egee,Columbia,2011,Sr,7.69%,0.00%,0.00%,60.00%,20.00%,11.76%,15.38%,0.00%,0.00%
23859,Van Green,Columbia,2011,So,0.00%,0.00%,0.00%,0.00%,40.00%,16.67%,0.00%,0.00%,NA
12392,Matt Johnson,Columbia,2011,Sr,0.00%,0.00%,0.00%,100.00%,0.00%,7.69%,0.00%,0.00%,NA
12387,Dean Kowalski,Columbia,2011,Jr,NA,0.00%,NA,NA,NA,NA,NA,0.00%,NA
23860,Meiko Lyles,Columbia,2011,So,8.70%,2.94%,0.00%,27.78%,32.50%,21.62%,0.00%,0.00%,NA
30846,Cory Osetkowski,Columbia,2011,Fr,18.18%,2.86%,50.00%,50.00%,20.00%,33.33%,12.12%,5.71%,0.00%
30843,Samer Ozeir,Columbia,2011,Fr,50.00%,0.00%,0.00%,0.00%,0.00%,NA,0.00%,0.00%,NA
30844,Alex Rosenberg,Columbia,2011,Fr,13.85%,4.17%,0.00%,46.67%,22.86%,34.21%,7.69%,0.00%,0.00%
30845,Noah Springwater,Columbia,2011,Fr,0.00%,20.00%,0.00%,0.00%,50.00%,26.47%,0.00%,0.00%,NA
12384,Blaise Staab,Columbia,2011,Sr,8.96%,21.74%,0.00%,37.50%,13.33%,50.00%,17.91%,13.04%,0.00%
30848,Darius Stevens,Columbia,2011,Fr,20.00%,NA,NA,25.00%,NA,NA,20.00%,NA,0.00%
31577,Taariq Cephas,Coppin State,2011,Fr,9.76%,3.45%,4.29%,55.56%,45.45%,34.88%,0.00%,0.00%,0.00%
31578,Rodney Edwards,Coppin State,2011,Sr,75.00%,NA,0.00%,100.00%,NA,0.00%,0.00%,NA,NA
23561,Akeem Ellis,Coppin State,2011,Sr,7.69%,14.06%,0.00%,35.14%,23.08%,31.88%,3.30%,0.00%,0.00%
23568,Tony Gallo,Coppin State,2011,Sr,15.63%,3.77%,0.44%,36.17%,15.15%,27.40%,0.00%,1.89%,0.00%
19097,Michael Harper,Coppin State,2011,Sr,6.00%,9.38%,0.00%,28.57%,26.09%,32.63%,2.00%,3.13%,0.00%
23563,Collin Johnson,Coppin State,2011,So,8.33%,21.43%,0.00%,80.00%,33.33%,36.36%,16.67%,0.00%,0.00%
19104,Jordan Lee,Coppin State,2011,Jr,0.00%,NA,0.00%,0.00%,NA,14.29%,25.00%,NA,0.00%
23565,Michael Murray,Coppin State,2011,So,11.43%,7.69%,2.04%,52.94%,40.00%,15.38%,17.14%,0.00%,0.00%
23566,Mike Simpson,Coppin State,2011,So,11.11%,0.00%,0.00%,50.00%,0.00%,25.00%,22.22%,0.00%,0.00%
31579,Brandon St. Louis,Coppin State,2011,Fr,6.67%,14.29%,NA,50.00%,0.00%,NA,20.00%,14.29%,0.00%
23564,Logan Wiens,Coppin State,2011,Sr,5.71%,7.27%,0.90%,35.71%,20.00%,36.36%,14.29%,1.82%,0.00%
23562,Antonio Williams,Coppin State,2011,Sr,11.90%,9.52%,0.00%,43.90%,21.43%,0.00%,22.22%,4.76%,3.23%
12454,Miles Asafo-Adjei,Cornell,2011,Jr,9.52%,20.00%,NA,55.56%,50.00%,NA,4.76%,0.00%,0.00%
30849,Galal Cancer,Cornell,2011,Fr,12.64%,17.24%,0.00%,31.82%,24.44%,17.65%,3.45%,0.00%,0.00%
12448,Eitan Chemerinski,Cornell,2011,Jr,5.68%,4.17%,NA,31.03%,15.38%,NA,9.09%,0.00%,0.00%
30851,Devin Cherry,Cornell,2011,Fr,7.69%,0.00%,6.67%,57.14%,11.11%,27.27%,0.00%,0.00%,NA
15766,Andrew Ferry,Cornell,2011,Sr,0.00%,5.26%,0.93%,0.00%,25.93%,32.82%,0.00%,0.00%,0.00%
12452,Josh Figini,Cornell,2011,Jr,12.50%,7.50%,0.00%,37.50%,10.71%,0.00%,18.75%,2.50%,0.00%
12446,Anthony Gatlin,Cornell,2011,Sr,NA,0.00%,0.00%,NA,0.00%,100.00%,NA,0.00%,NA
30854,Deion Giddens,Cornell,2011,Fr,20.00%,0.00%,NA,33.33%,33.33%,NA,80.00%,0.00%,0.00%
12451,Johnathan Gray,Cornell,2011,Jr,12.90%,14.29%,1.09%,46.15%,24.39%,20.63%,9.68%,1.79%,0.00%
10595,Max Groebe,Cornell,2011,Sr,0.00%,NA,0.00%,0.00%,NA,22.73%,50.00%,NA,0.00%
30850,Dave LaMore,Cornell,2011,Fr,17.65%,10.00%,NA,50.00%,50.00%,NA,29.41%,0.00%,0.00%
12456,Peter McMillan,Cornell,2011,Jr,NA,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,NA
30852,Shonn Miller,Cornell,2011,Fr,6.76%,9.46%,0.00%,26.09%,30.00%,13.33%,12.16%,1.35%,10.00%
23852,Dominick Scelfo,Cornell,2011,So,0.00%,0.00%,0.00%,0.00%,50.00%,33.33%,0.00%,0.00%,NA
23855,Dwight Tarwater,Cornell,2011,Fr,4.35%,3.85%,0.00%,44.44%,31.25%,3.85%,17.39%,7.69%,0.00%
30853,Nenad Tomic,Cornell,2011,Fr,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,100.00%,0.00%
12447,Chris Wroblewski,Cornell,2011,Sr,19.15%,5.88%,0.81%,43.48%,30.00%,21.95%,0.00%,1.18%,0.00%
23482,Will Artino,Creighton,2011,Fr,5.13%,9.09%,NA,30.00%,30.77%,NA,20.51%,4.55%,0.00%
30516,Austin Chatman,Creighton,2011,Fr,13.04%,6.25%,6.25%,36.36%,29.17%,30.00%,0.00%,3.13%,0.00%
30519,Avery Dingman,Creighton,2011,Fr,20.00%,25.00%,1.61%,25.00%,0.00%,16.67%,20.00%,0.00%,0.00%
7132,Matt Dorwart,Creighton,2011,Sr,100.00%,0.00%,20.00%,100.00%,0.00%,0.00%,0.00%,0.00%,NA
6319,Gregory Echenique,Creighton,2011,Jr,8.28%,7.02%,NA,38.30%,40.54%,NA,12.74%,10.53%,3.85%
4235,Ross Ferrarini,Creighton,2011,So,0.00%,100.00%,0.00%,NA,100.00%,28.57%,0.00%,0.00%,NA
8329,Grant Gibbs,Creighton,2011,So,8.77%,6.78%,0.00%,36.84%,50.00%,22.58%,7.02%,8.47%,0.00%
7128,Josh Jones,Creighton,2011,Jr,18.75%,6.45%,0.00%,16.67%,40.91%,28.57%,0.00%,0.00%,NA
23479,Jahenns Manigat,Creighton,2011,So,15.00%,0.00%,0.79%,55.56%,16.67%,32.84%,5.00%,11.11%,0.00%
23478,Doug McDermott,Creighton,2011,So,5.93%,4.76%,1.80%,43.28%,30.00%,24.56%,13.04%,4.76%,0.00%
7126,Derek Sebastian,Creighton,2011,Sr,50.00%,0.00%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA
23481,Taylor Stormberg,Creighton,2011,So,100.00%,0.00%,0.00%,0.00%,NA,50.00%,0.00%,0.00%,NA
7127,Ethan Wragge,Creighton,2011,So,7.69%,0.00%,0.62%,83.33%,0.00%,27.37%,46.15%,0.00%,0.00%
7122,Antoine Young,Creighton,2011,Sr,14.56%,7.85%,0.00%,37.50%,34.48%,22.73%,0.00%,0.52%,0.00%
17373,Stephon Carter,Cal State Bakersfield,2011,Jr,8.85%,3.70%,0.00%,47.50%,40.57%,21.88%,8.85%,1.23%,0.00%
18944,Issiah Grayson,Cal State Bakersfield,2011,Jr,11.32%,3.13%,0.00%,46.15%,39.29%,47.54%,3.77%,0.00%,0.00%
17371,Robert Hayes,Cal State Bakersfield,2011,Sr,30.00%,12.50%,0.00%,20.00%,60.00%,27.27%,20.00%,0.00%,0.00%
30797,Mo Hughley,Cal State Bakersfield,2011,Jr,10.71%,12.90%,0.00%,47.22%,42.86%,0.00%,15.48%,6.45%,6.67%
8019,Andre Jackson,Cal State Bakersfield,2011,Jr,0.00%,6.98%,NA,50.00%,20.00%,NA,10.00%,2.33%,0.00%
17363,Donald Johnson,Cal State Bakersfield,2011,Sr,7.06%,7.27%,1.92%,43.48%,47.22%,32.14%,15.29%,14.55%,9.52%
23799,Kregg Jones,Cal State Bakersfield,2011,RS-So,NA,NA,NA,NA,NA,NA,NA,NA,NA
30798,Zachary Lamb,Cal State Bakersfield,2011,Jr,2.94%,3.80%,2.56%,31.82%,33.33%,44.44%,2.94%,3.80%,0.00%
23793,Ivan Matip,Cal State Bakersfield,2011,So,14.29%,0.00%,6.25%,50.00%,0.00%,30.77%,0.00%,0.00%,NA
30799,Kwai Pearson,Cal State Bakersfield,2011,Fr,0.00%,0.00%,0.00%,33.33%,0.00%,NA,0.00%,0.00%,NA
23798,Rashad Savage,Cal State Bakersfield,2011,Sr,7.58%,13.04%,NA,40.91%,20.00%,NA,28.79%,13.04%,0.00%
9212,Tyrone White,Cal State Bakersfield,2011,Jr,3.57%,12.12%,0.65%,90.91%,33.33%,37.37%,0.00%,0.00%,0.00%
14645,Adam Young,Cal State Bakersfield,2011,Jr,4.76%,2.04%,0.00%,33.33%,20.59%,27.91%,33.33%,4.08%,0.00%
22811,Frankie Eteuati,Cal State Northridge,2011,So,7.69%,4.17%,0.00%,50.00%,40.00%,22.22%,30.77%,16.67%,0.00%
31118,Ari Feldman,Cal State Northridge,2011,Sr,27.78%,0.00%,0.00%,22.22%,26.92%,36.36%,11.11%,6.82%,0.00%
22812,Josh Greene,Cal State Northridge,2011,So,13.33%,2.94%,2.50%,48.00%,46.97%,39.81%,4.44%,0.98%,0.00%
31116,Allan Guei,Cal State Northridge,2011,Fr,6.25%,5.45%,0.00%,56.25%,35.56%,40.00%,0.00%,1.82%,0.00%
7417,John Hayward-Mayhew,Cal State Northridge,2011,Sr,12.90%,7.50%,0.00%,18.18%,30.43%,33.33%,12.90%,2.50%,0.00%
22813,Stephan Hicks,Cal State Northridge,2011,Fr,7.14%,7.35%,1.64%,52.63%,31.46%,19.57%,10.71%,9.56%,0.00%
22814,Thomas Jacobs,Cal State Northridge,2011,So,0.00%,18.75%,0.00%,0.00%,45.45%,NA,20.00%,25.00%,0.00%
22815,Allen Jiles IV,Cal State Northridge,2011,So,0.00%,33.33%,NA,55.56%,16.67%,NA,12.00%,0.00%,0.00%
16561,Michael Lizarraga,Cal State Northridge,2011,Sr,23.88%,38.10%,0.00%,64.86%,35.00%,0.00%,14.93%,0.00%,0.00%
31114,Stephen Maxwell,Cal State Northridge,2011,Fr,7.07%,11.36%,NA,37.50%,36.11%,NA,15.15%,27.27%,0.00%
13774,Vinnie McGhee,Cal State Northridge,2011,Sr,0.00%,7.27%,0.59%,33.33%,35.00%,38.33%,0.00%,1.82%,0.00%
22816,Jordan Mitchell,Cal State Northridge,2011,So,0.00%,0.00%,NA,33.33%,66.67%,NA,0.00%,50.00%,0.00%
31115,Davon Potts,Cal State Northridge,2011,Fr,0.00%,4.00%,0.00%,0.00%,36.36%,30.77%,0.00%,0.00%,NA
22817,Aqeel Quinn,Cal State Northridge,2011,So,8.70%,7.84%,0.00%,50.00%,33.33%,35.09%,4.35%,0.00%,0.00%
22818,Lonnie Watson,Cal State Northridge,2011,Fr,NA,0.00%,0.00%,NA,0.00%,50.00%,NA,0.00%,NA
31117,Trevone Williams,Cal State Northridge,2011,RS-Fr,NA,NA,NA,NA,NA,NA,NA,NA,NA
31113,Justin Yeargin,Cal State Northridge,2011,Fr,NA,0.00%,NA,NA,100.00%,NA,NA,33.33%,0.00%
30860,Jvonte Brooks,Dartmouth,2011,Fr,19.35%,3.95%,0.00%,39.02%,22.92%,0.00%,16.13%,3.95%,0.00%
12497,Kirk Crecco,Dartmouth,2011,Sr,12.00%,10.53%,0.00%,38.46%,27.27%,9.09%,4.00%,0.00%,0.00%
30855,John Golden,Dartmouth,2011,Fr,0.00%,0.00%,0.00%,35.00%,21.74%,24.14%,12.24%,0.00%,16.67%
12501,R.J. Griffin,Dartmouth,2011,Jr,16.67%,12.07%,0.91%,47.37%,31.11%,38.24%,2.78%,0.00%,0.00%
23849,Nick Jackson,Dartmouth,2011,So,0.00%,0.00%,0.00%,0.00%,100.00%,50.00%,0.00%,0.00%,NA
12499,Matt LaBove,Dartmouth,2011,Jr,19.05%,9.26%,NA,45.45%,21.62%,NA,14.29%,1.85%,0.00%
30859,Gabas Maldunas,Dartmouth,2011,Fr,14.81%,5.56%,0.00%,23.53%,21.74%,0.00%,13.33%,2.78%,0.00%
30856,Will McConnell,Dartmouth,2011,Fr,NA,0.00%,0.00%,NA,NA,0.00%,NA,0.00%,NA
30857,Mack McKearney,Dartmouth,2011,Fr,20.00%,16.67%,3.13%,71.43%,30.00%,36.00%,0.00%,0.00%,NA
23850,Tyler Melville,Dartmouth,2011,So,12.12%,15.38%,0.00%,33.33%,39.53%,24.14%,3.03%,1.54%,0.00%
13346,David Rufful,Dartmouth,2011,Sr,9.52%,6.10%,1.54%,42.11%,17.86%,27.91%,4.76%,0.00%,0.00%
30858,Kirill Savolainen,Dartmouth,2011,Fr,0.00%,0.00%,0.00%,100.00%,NA,0.00%,0.00%,0.00%,NA
12493,Jabari Trotter,Dartmouth,2011,Sr,3.33%,3.57%,2.13%,30.77%,28.57%,30.30%,0.00%,0.00%,NA
31665,Mason Archie II,Davidson,2011,Fr,0.00%,0.00%,0.00%,NA,25.00%,0.00%,0.00%,0.00%,NA
21192,A.J. Atkinson,Davidson,2011,Sr,33.33%,NA,0.00%,0.00%,NA,0.00%,0.00%,NA,NA
21199,Frank Ben-Eze,Davidson,2011,Sr,7.14%,0.00%,NA,14.29%,0.00%,NA,35.71%,0.00%,0.00%
22910,De'Mon Brooks,Davidson,2011,So,9.09%,9.57%,0.00%,46.05%,25.37%,33.33%,13.40%,4.35%,6.06%
21202,Nik Cochran,Davidson,2011,Jr,9.21%,16.67%,1.59%,45.95%,33.33%,41.77%,3.95%,0.00%,0.00%
21201,Jake Cohen,Davidson,2011,Jr,7.10%,8.22%,0.00%,42.62%,30.43%,34.62%,13.55%,2.74%,0.00%
22912,Chris Czerapowicz,Davidson,2011,So,2.44%,0.00%,0.52%,23.08%,38.71%,33.86%,9.76%,3.45%,0.00%
22909,Tom Droney,Davidson,2011,So,17.86%,9.52%,0.00%,48.15%,35.71%,42.31%,12.50%,0.00%,0.00%
31664,Tyler Kalinoski,Davidson,2011,Fr,10.53%,0.00%,0.81%,40.00%,21.43%,42.53%,10.53%,5.56%,0.00%
21200,J.P. Kuhlman,Davidson,2011,Jr,18.75%,7.69%,0.81%,40.00%,35.29%,31.25%,1.56%,3.30%,0.00%
22908,Ali Mackay,Davidson,2011,Fr,0.00%,NA,0.00%,0.00%,NA,0.00%,33.33%,NA,0.00%
4174,Clinton Mann,Davidson,2011,Jr,9.88%,7.14%,0.00%,31.43%,37.50%,25.00%,9.88%,0.00%,0.00%
24731,Youssef Mejri,Davidson,2011,Fr,NA,0.00%,0.00%,NA,100.00%,50.00%,NA,0.00%,NA
21204,Will Reigel,Davidson,2011,Sr,20.00%,50.00%,0.00%,33.33%,100.00%,50.00%,0.00%,0.00%,NA
22907,Clay Tormey,Davidson,2011,So,0.00%,NA,0.00%,NA,NA,0.00%,0.00%,NA,NA
22546,Mitch Asmus,Dayton,2011,So,NA,0.00%,0.00%,NA,100.00%,NA,NA,0.00%,NA
10338,Josh Benson,Dayton,2011,Jr,7.84%,9.26%,NA,33.33%,28.13%,NA,7.84%,5.56%,14.29%
2272,Kevin Dillard,Dayton,2011,Jr,12.24%,11.63%,0.00%,41.18%,46.07%,34.57%,0.00%,1.55%,0.00%
10342,Luke Fabrizius,Dayton,2011,Sr,0.00%,0.00%,0.00%,25.00%,0.00%,40.00%,21.05%,5.26%,0.00%
30566,Alex Gavrilovic,Dayton,2011,Fr,9.26%,15.63%,0.00%,46.15%,41.67%,25.00%,12.96%,21.88%,0.00%
22545,Ralph Hill,Dayton,2011,So,0.00%,0.00%,0.00%,0.00%,66.67%,30.77%,30.00%,0.00%,0.00%
9587,Chris Johnson,Dayton,2011,Sr,10.45%,4.88%,0.00%,44.44%,46.43%,35.24%,31.34%,9.76%,4.00%
10345,Matt Kavanaugh,Dayton,2011,Jr,8.77%,16.13%,NA,44.44%,39.66%,NA,12.28%,7.53%,0.00%
22543,Devin Oliver,Dayton,2011,So,12.28%,11.36%,0.00%,14.29%,45.16%,23.08%,19.30%,0.00%,27.27%
7187,Adonte Parker,Dayton,2011,Sr,13.64%,11.36%,0.66%,40.00%,53.57%,33.96%,4.55%,4.55%,0.00%
