GMID,Name,School,Year,Grade,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
17390,E.J. Dawson,Longwood,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17391,Earl Gee II,Longwood,2009,Jr,0,0,0,0,0,0,0,1,0,0,0
17385,Aaron Mitchell,Longwood,2009,Jr,3,2,1,0,2,1,0,0,0,0,0
17392,Ian Persaud,Longwood,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
17387,"Billy Robinson, Jr.",Longwood,2009,Sr,1,1,0,0,1,0,0,0,1,0,2
17397,Stephen Shockley,Longwood,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17388,Dana Smith,Longwood,2009,Sr,0,0,0,0,0,0,0,2,1,0,1
17395,Kevin Swecker,Longwood,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
17393,Jan van der Kooij,Longwood,2009,So,0,0,0,0,0,0,0,0,0,0,0
17396,Martiz Washington,Longwood,2009,So,0,0,0,0,0,0,0,0,0,0,0
8995,Olu Ashaolu,Louisiana Tech,2009,So,2,1,1,0,1,0,0,0,1,0,0
8987,Anson Bartlett,Louisiana Tech,2009,So,0,0,0,0,0,0,0,0,0,0,2
8998,Yonas Berhe,Louisiana Tech,2009,So,0,0,0,0,0,0,0,0,0,0,0
8990,DeAndre Brown,Louisiana Tech,2009,Jr,0,0,0,0,0,0,0,0,1,0,1
2551,Kyle Gibson,Louisiana Tech,2009,Sr,0,0,0,0,0,0,0,1,0,0,0
8991,Jamel Guyton,Louisiana Tech,2009,Sr,6,3,2,1,2,2,1,0,2,0,3
10980,Tevin Hall,Louisiana Tech,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
8942,David Jackson (2),Louisiana Tech,2009,Sr,3,2,1,0,2,0,0,0,2,0,0
8996,Shawn Oliverson,Louisiana Tech,2009,Sr,3,1,2,0,0,1,0,0,1,0,0
8992,Justin Rake,Louisiana Tech,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
8989,Darius Redding,Louisiana Tech,2009,Fr,2,1,1,0,1,1,0,0,0,0,2
2319,Magnum Rolle,Louisiana Tech,2009,Sr,21,4,17,0,3,7,0,0,3,0,1
6118,Chris Brickley,Louisville,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
6124,Rakeem Buckles,Louisville,2009,Fr,2,1,1,0,1,1,0,1,4,0,1
5854,Reginald Delk,Louisville,2009,Sr,7,1,3,3,1,1,1,0,1,0,0
6120,George Goode,Louisville,2009,So,0,0,0,0,0,0,0,0,0,0,0
6127,Terrence Jennings,Louisville,2009,So,32,20,11,1,9,7,1,0,1,0,1
6123,Preston Knowles,Louisville,2009,Jr,1,1,0,0,1,0,0,0,1,0,2
6122,Kyle Kuric,Louisville,2009,So,1,0,1,0,0,0,0,1,1,0,1
7688,Mike Marra,Louisville,2009,Fr,2,1,1,0,0,1,0,0,0,0,1
2173,Samardo Samuels,Louisville,2009,So,29,16,12,0,7,6,0,1,1,0,1
2200,Peyton Siva,Louisville,2009,Fr,1,0,0,1,0,0,1,0,0,0,4
2391,Jerry Smith,Louisville,2009,Sr,7,6,0,0,3,0,0,0,0,0,5
2530,Edgar Sosa,Louisville,2009,Sr,2,1,0,1,0,0,0,0,1,0,2
6121,Jared Swopshire,Louisville,2009,So,8,5,3,0,2,2,0,2,1,0,1
6126,Stephan Van Treese,Louisville,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15654,Shaun Adams,Loyola (IL),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15644,Ben Averkamp,Loyola (IL),2009,Fr,7,4,3,0,4,2,0,0,0,0,0
15649,John Benkoske,Loyola (IL),2009,So,0,0,0,0,0,0,0,1,1,0,0
15657,Walt Gibler,Loyola (IL),2009,So,3,1,2,0,1,1,0,0,0,0,0
15650,Jordan Hicks,Loyola (IL),2009,So,0,0,0,0,0,0,0,0,0,0,0
15655,Terrance Hill (2),Loyola (IL),2009,Jr,1,0,1,0,0,0,0,0,1,0,0
15648,Geoff McCammon,Loyola (IL),2009,Jr,1,1,0,0,1,0,0,0,0,0,0
15651,Kevin Muldowney,Loyola (IL),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
15656,Tom Neary,Loyola (IL),2009,So,0,0,0,0,0,0,0,0,0,0,0
3540,Andy Polka,Loyola (IL),2009,Jr,3,0,2,1,0,0,1,0,0,0,0
15646,Courtney Stanley,Loyola (IL),2009,So,0,0,0,0,0,0,0,1,0,0,0
15653,Ryan Sterling,Loyola (IL),2009,Jr,0,0,0,0,0,0,0,0,0,0,0
15652,Marcus Thomas,Loyola (IL),2009,Sr,0,0,0,0,0,0,0,0,0,0,0
15643,Aric Van Weelden,Loyola (IL),2009,Sr,0,0,0,0,0,0,0,0,1,0,0
15645,Charles Winborne,Loyola (IL),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
6293,Jamal Barney,Loyola (MD),2009,Jr,3,1,0,2,0,0,1,0,0,0,1
18193,Julius Brooks,Loyola (MD),2009,Fr,2,0,2,0,0,1,0,0,0,0,0
18191,J'hared Hall,Loyola (MD),2009,So,1,0,0,1,0,0,0,0,0,0,0
18186,Brett Harvey,Loyola (MD),2009,Sr,0,0,0,0,0,0,0,0,0,0,0
18195,Paolo Ivis,Loyola (MD),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
18189,Garrett Kelly,Loyola (MD),2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18197,Tony Lewis (2),Loyola (MD),2009,Jr,1,0,1,0,0,0,0,0,0,0,1
18196,Robert Olson,Loyola (MD),2009,Fr,1,1,0,0,1,0,0,1,1,0,0
18187,Brian Rudolph,Loyola (MD),2009,Jr,0,0,0,0,0,0,0,0,0,0,1
4384,Shane Walker,Loyola (MD),2009,So,3,1,2,0,0,1,0,0,2,0,0
18185,Anthony Winbush,Loyola (MD),2009,So,0,0,0,0,0,0,0,0,0,0,0
18190,Jawaan Wright,Loyola (MD),2009,Sr,2,0,2,0,0,2,0,0,1,0,0
8377,LaRon Armstead,Loyola Marymount,2009,So,2,2,0,0,2,0,0,0,1,0,0
8374,Kelsey Chine,Loyola Marymount,2009,So,0,0,0,0,0,0,0,0,0,0,0
7689,Larry Davis (2),Loyola Marymount,2009,Jr,1,1,0,0,0,0,0,0,0,0,1
8379,Tim Diederichs,Loyola Marymount,2009,So,0,0,0,0,0,0,0,0,2,0,0
8373,Jarred DuBois,Loyola Marymount,2009,So,0,0,0,0,0,0,0,1,2,0,0
8370,Edgar Garibay,Loyola Marymount,2009,RS-Fr,4,1,2,1,0,2,1,1,0,0,0
8366,Ashley Hamilton,Loyola Marymount,2009,Fr,6,4,2,0,1,2,0,0,0,0,1
8371,Given Kalipinde,Loyola Marymount,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
8378,Quincy Lawson,Loyola Marymount,2009,RS-Fr,0,0,0,0,0,0,0,0,0,0,0
8365,Alex Osborne,Loyola Marymount,2009,Fr,0,0,0,0,0,0,0,0,1,0,0
8372,Griffin Reilly,Loyola Marymount,2009,RS-So,0,0,0,0,0,0,0,0,0,0,0
8367,Brad Sweezy,Loyola Marymount,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
8380,Vernon Teel,Loyola Marymount,2009,Jr,3,1,2,0,0,0,0,1,3,0,4
6780,Drew Viney,Loyola Marymount,2009,So,6,3,2,1,3,0,0,0,2,0,1
8375,Kevin Young,Loyola Marymount,2009,So,14,9,5,0,5,2,0,1,1,0,1
5749,Chris Bass,LSU,2009,So,0,0,0,0,0,0,0,0,1,0,0
5750,Chris Beattie,LSU,2009,Jr,0,0,0,0,0,0,0,1,0,0,0
5746,Aaron Dotson,LSU,2009,Fr,7,3,3,1,1,2,0,1,2,0,0
5754,Garrett Green,LSU,2009,So,4,2,2,0,1,1,0,2,2,0,0
5752,Dennis Harris,LSU,2009,Fr,9,1,7,0,0,2,0,0,2,0,0
5756,Taylor Jacobsen,LSU,2009,So,0,0,0,0,0,0,0,0,0,0,0
5757,Zach Kinsley,LSU,2009,So,3,1,2,0,1,2,0,0,0,0,0
5753,Eddie Ludwig,LSU,2009,Fr,2,1,1,0,0,0,0,1,1,0,0
1953,Tasmin Mitchell,LSU,2009,Sr,9,3,5,0,2,5,0,0,0,0,0
5751,Daron Populist,LSU,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
5748,Bo Spencer,LSU,2009,Jr,1,1,0,0,0,0,0,0,0,0,1
5760,Storm Warren,LSU,2009,So,18,15,2,0,3,1,0,2,1,0,1
17798,Mike Allison,Maine,2009,Fr,1,0,1,0,0,1,0,0,0,0,0
17804,Troy Barnies,Maine,2009,Jr,1,0,1,0,0,1,0,0,0,0,0
17796,Junior Bernal,Maine,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
17794,Jerrell Boswell,Maine,2009,Jr,0,0,0,0,0,0,0,0,0,0,1
17799,Murphy Burnatowski,Maine,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17802,Svetoslav Chetinov,Maine,2009,So,0,0,0,0,0,0,0,0,0,0,0
17795,Jon McAllian,Maine,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
17793,Gerald McLemore,Maine,2009,So,0,0,0,0,0,0,0,0,0,0,0
17801,Sean McNally,Maine,2009,Jr,4,2,1,1,2,0,0,0,0,0,0
17803,Terrance Mitchell,Maine,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
17797,Malachi Peay,Maine,2009,Jr,0,0,0,0,0,0,0,0,0,0,2
17792,Andrew Rogers,Maine,2009,So,0,0,0,0,0,0,0,0,0,0,0
10591,Travon Wilcher,Maine,2009,So,0,0,0,0,0,0,0,0,0,0,0
18232,Brandon Adams (2),Manhattan,2009,Sr,5,2,3,0,2,2,0,0,0,0,1
18235,George Beamon,Manhattan,2009,Fr,0,0,0,0,0,0,0,0,1,0,0
18242,Patrick Bouli,Manhattan,2009,Sr,1,1,0,0,1,0,0,0,0,0,0
18234,Djibril Coulibaly,Manhattan,2009,So,1,0,1,0,0,0,0,0,0,0,0
18233,Darryl Crawford,Manhattan,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
18230,Andrew Gabriel,Manhattan,2009,Jr,1,1,0,0,0,0,0,0,1,0,0
18243,Victor Jackson,Manhattan,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
18237,Laurence Jolicoeur,Manhattan,2009,Jr,1,1,0,0,0,0,0,1,1,0,0
18240,Mohamed Koita,Manhattan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
18236,Kevin Laue,Manhattan,2009,Fr,2,1,1,0,1,0,0,0,0,0,0
18238,Liam McCabe-Moran,Manhattan,2009,So,0,0,0,0,0,0,0,0,0,0,0
18231,Antoine Pearson,Manhattan,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
5512,Rico Pickett,Manhattan,2009,Jr,0,0,0,0,0,0,0,0,1,0,4
18241,Nick Walsh,Manhattan,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18276,Korey Bauer,Marist,2009,Jr,1,1,0,0,0,0,0,0,3,0,0
18273,Dorvell Carter,Marist,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
18271,Dejuan Goodwin,Marist,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18279,R.J. Hall,Marist,2009,So,0,0,0,0,0,0,0,0,0,0,0
18280,Rob Johnson,Marist,2009,Fr,1,1,0,0,0,0,0,0,0,0,0
4364,Daye Kaba,Marist,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18278,Pat McDerby,Marist,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
18275,Javon Parris,Marist,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
18281,Sam Prescott,Marist,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
18272,Devin Price,Marist,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
18270,Candon Rusin,Marist,2009,Fr,0,0,0,0,0,0,0,0,1,0,1
18277,Mike Taylor,Marist,2009,So,0,0,0,0,0,0,0,0,0,0,0
6163,Maurice Acker,Marquette,2009,Sr,1,1,0,0,1,0,0,0,4,0,4
6160,Jimmy Butler,Marquette,2009,Jr,14,8,5,1,3,3,1,0,3,0,2
6158,Dwight Buycks,Marquette,2009,Jr,1,0,1,0,0,0,0,1,2,0,2
6162,Junior Cadougan,Marquette,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
6157,David Cubillan,Marquette,2009,Sr,1,1,0,0,1,0,0,0,1,0,1
6164,Robert Frozena,Marquette,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
6161,Joseph Fulce,Marquette,2009,Jr,2,2,0,0,1,0,0,1,3,0,0
2308,Lazar Hayward,Marquette,2009,Sr,14,9,5,0,3,2,0,0,3,0,3
6156,Darius Johnson-Odom,Marquette,2009,So,6,3,3,0,3,3,0,1,1,0,2
3544,Jeronne Maymon,Marquette,2009,Fr,1,0,1,0,0,0,0,0,0,0,0
6165,Yous Mbao,Marquette,2009,Fr,2,2,0,0,1,0,0,0,0,0,0
6155,Chris Otule,Marquette,2009,RS-So,0,0,0,0,0,0,0,0,0,0,0
6159,Erik Williams,Marquette,2009,Fr,1,0,1,0,0,0,0,0,0,0,0
7822,Tirrell Baines,Marshall,2009,Jr,2,1,1,0,1,0,0,1,2,0,0
7820,Noah Fischer,Marshall,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
7812,Antonio Haymon,Marshall,2009,Jr,2,1,1,0,0,1,0,0,0,0,0
7813,Bobby Horodyski,Marshall,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
7821,Shaquille Johnson,Marshall,2009,So,1,0,1,0,0,0,0,0,0,0,2
4031,Chris Lutz,Marshall,2009,Sr,1,0,1,0,0,0,0,1,2,1,0
7817,Darryl Merthie,Marshall,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
7814,Camden Miller,Marshall,2009,So,0,0,0,0,0,0,0,0,0,0,0
7815,Dago Pena,Marshall,2009,So,4,3,1,0,3,0,0,0,0,0,0
7816,Damier Pitts,Marshall,2009,So,0,0,0,0,0,0,0,0,2,0,3
7819,Nigel Spikes,Marshall,2009,Fr,3,3,0,0,1,0,0,1,0,0,0
7693,Hassan Whiteside,Marshall,2009,Fr,63,26,35,1,18,24,1,0,0,0,0
7823,Tyler Wilkerson,Marshall,2009,Sr,14,7,6,1,4,2,1,1,1,0,0
3718,Adrian Bowie,Maryland,2009,Jr,2,2,0,0,1,0,0,0,0,0,1
3726,Jin-Soo Choi,Maryland,2009,So,0,0,0,0,0,0,0,0,0,0,0
3729,Steve Goins,Maryland,2009,RS-So,0,0,0,0,0,0,0,0,0,0,0
3723,Dino Gregory,Maryland,2009,Jr,12,3,8,1,1,5,1,2,1,0,0
3724,Eric Hayes,Maryland,2009,Sr,3,1,2,0,1,1,0,0,1,0,2
4924,Ersin Levent,Maryland,2009,So,0,0,0,0,0,0,0,0,0,0,0
3727,Landon Milbourne,Maryland,2009,Sr,29,12,15,1,6,5,1,0,4,0,3
3728,Sean Mosley,Maryland,2009,So,4,1,3,0,1,1,0,0,4,0,5
3730,James Padgett,Maryland,2009,Fr,1,1,0,0,0,0,0,0,3,0,0
3722,David Pearman,Maryland,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
3720,Cliff Tucker,Maryland,2009,Jr,1,1,0,0,1,0,0,1,0,0,1
2327,Greivis Vasquez,Maryland,2009,Sr,6,3,3,0,2,2,0,0,1,0,7
3731,Jordan Williams,Maryland,2009,Fr,18,7,10,0,6,5,0,1,8,0,0
7879,Hashim Bailey,Massachusetts,2009,Jr,11,6,5,0,3,5,0,0,2,0,0
10588,Sampson Carter,Massachusetts,2009,Fr,6,2,4,0,1,2,0,1,0,0,0
6817,Sean Roosevelt Carter,Massachusetts,2009,So,19,3,16,0,2,7,0,0,3,0,0
10583,Gary Correia,Massachusetts,2009,Jr,2,1,1,0,1,1,0,0,0,0,0
10584,Javorn Farrell,Massachusetts,2009,Fr,4,1,3,0,0,1,0,1,0,0,1
10581,David Gibbs,Massachusetts,2009,So,1,1,0,0,1,0,0,0,1,0,0
4402,Anthony Gurley,Massachusetts,2009,Jr,1,0,1,0,0,1,0,1,1,0,1
10154,Ricky Harris,Massachusetts,2009,Sr,0,0,0,0,0,0,0,0,3,0,6
10586,Matt Hill (2),Massachusetts,2009,So,0,0,0,0,0,0,0,0,0,0,0
10599,Trey Lang,Massachusetts,2009,So,2,1,1,0,0,0,0,0,0,0,0
10585,Lex Mongo,Massachusetts,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
10582,Freddie Riley,Massachusetts,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
2380,Terrell Vinson,Massachusetts,2009,Fr,9,3,6,0,0,4,0,0,0,0,0
21602,P.J. Alawoya,McNeese State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
21598,Dontae Cannon,McNeese State,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
21595,C.J. Collins,McNeese State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
21604,Preston David,McNeese State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
21597,Diego Kapelan,McNeese State,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
21600,Jamarcus Little,McNeese State,2009,Jr,1,0,1,0,0,1,0,0,0,0,0
21605,Stephan Martin,McNeese State,2009,Jr,0,0,0,0,0,0,0,1,0,0,1
21601,Jeremie Mitchell,McNeese State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
21606,Will Morning,McNeese State,2009,Sr,0,0,0,0,0,0,0,0,1,0,0
21599,Elbryan Neal,McNeese State,2009,Sr,1,0,1,0,0,1,0,0,1,0,0
21594,Brandon Regis,McNeese State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
21596,Daniel Richard,McNeese State,2009,So,1,0,1,0,0,1,0,0,0,0,0
21603,Patrick Richard,McNeese State,2009,So,2,0,1,1,0,0,1,0,0,0,0
21593,Atakan Yurttas,McNeese State,2009,So,0,0,0,0,0,0,0,0,0,0,0
7869,Drew Barham,Memphis,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
7876,Will Coleman,Memphis,2009,Jr,38,11,26,0,4,8,0,1,1,0,0
7875,Tyler Foster,Memphis,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
2415,Angel Garcia,Memphis,2009,So,5,0,5,0,0,1,0,1,1,0,1
7870,"James Harvey, Jr.",Memphis,2009,So,0,0,0,0,0,0,0,0,0,0,0
7872,Pierre Henderson,Memphis,2009,Sr,3,1,2,0,0,1,0,0,1,0,0
7866,Charles Holt,Memphis,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
7865,Aaron Jacques,Memphis,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
3621,Willie Kemp,Memphis,2009,Sr,1,1,0,0,0,0,0,0,0,0,4
7873,Preston Laird,Memphis,2009,So,0,0,0,0,0,0,0,0,0,0,0
7868,Doneal Mack,Memphis,2009,Sr,9,2,6,1,0,3,1,0,2,0,1
7874,Roburt Sallie,Memphis,2009,Jr,7,0,7,0,0,0,0,0,1,0,3
7867,D.J. Stephens,Memphis,2009,Fr,3,0,3,0,0,3,0,0,0,0,0
7871,Malik Thomas,Memphis,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
2189,Elliot Williams,Memphis,2009,So,3,0,1,2,0,1,1,0,0,0,3
2538,Wesley Witherspoon,Memphis,2009,So,16,4,10,2,1,7,1,2,4,0,3
14476,Daniel Emerson,Mercer,2009,Sr,0,0,0,0,0,0,0,1,0,0,0
14479,James Florence,Mercer,2009,Sr,2,1,1,0,0,0,0,0,0,0,4
14478,Jake Gollon,Mercer,2009,RS-Fr,0,0,0,0,0,0,0,0,0,0,0
14481,Mark Hall,Mercer,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
14482,Marquisse Jackson,Mercer,2009,RS-So,0,0,0,0,0,0,0,0,0,0,0
14483,Michael Jenkins,Mercer,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
12789,E.J. Kusnyer,Mercer,2009,Sr,1,0,0,1,0,0,0,0,1,0,0
14474,Brian Mills,Mercer,2009,Jr,5,2,3,0,2,2,0,1,1,0,0
14472,Brandon Moore (2),Mercer,2009,Jr,4,3,1,0,1,0,0,0,1,0,0
14477,David O'Shaughnessey,Mercer,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
14485,Ridas Pulkauninkas,Mercer,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
14475,Chris Smith (2),Mercer,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
14480,Jeff Smith,Mercer,2009,Jr,1,1,0,0,1,0,0,0,0,0,1
14488,Tevin Swann,Mercer,2009,Fr,0,0,0,0,0,0,0,0,0,0,1
14473,Brendan Walker,Mercer,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
3803,Garrius Adams,Miami (FL),2009,Fr,2,0,2,0,0,1,0,0,1,0,1
3805,Antoine Allen,Miami (FL),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
2546,Dwayne Collins,Miami (FL),2009,Sr,19,11,8,0,6,3,0,1,1,0,0
3795,James Dews,Miami (FL),2009,Sr,4,3,1,0,2,1,0,1,1,0,2
3797,Julian Gamble,Miami (FL),2009,So,16,9,7,0,4,4,0,0,2,0,0
3799,Malcolm Grant,Miami (FL),2009,So,1,1,0,0,1,0,0,1,0,0,0
3801,Reggie Johnson,Miami (FL),2009,Fr,15,5,10,0,4,8,0,1,2,0,0
2365,DeQuan Jones,Miami (FL),2009,So,7,4,1,2,3,0,1,0,0,0,0
3804,Donnavan Kirk,Miami (FL),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
3793,Cyrus McGowan,Miami (FL),2009,Jr,9,4,5,0,0,3,0,0,0,0,0
3802,Ryan Quigtar,Miami (FL),2009,So,0,0,0,0,0,0,0,0,0,0,0
2379,Durand Scott,Miami (FL),2009,Fr,3,2,1,0,0,0,0,0,1,0,8
3791,Adrian Thomas,Miami (FL),2009,Jr,3,3,0,0,3,0,0,1,1,0,0
11543,Michael Aluise,Miami (OH),2009,Sr,0,0,0,0,0,0,0,0,0,0,0
11538,Antonio Ballard,Miami (OH),2009,RS-Sr,8,3,3,1,1,3,1,0,1,0,0
11536,Adam Fletcher,Miami (OH),2009,Sr,6,3,3,0,1,1,0,0,0,0,0
11546,Rodney Haddix II,Miami (OH),2009,Jr,4,0,4,0,0,4,0,0,3,0,1
11541,Kenny Hayes,Miami (OH),2009,Sr,1,1,0,0,0,0,0,0,1,0,2
11548,Vince Legarza,Miami (OH),2009,Fr,0,0,0,0,0,0,0,0,0,0,0
11540,Julian Mavunga,Miami (OH),2009,So,14,7,7,0,4,5,0,0,1,0,1
11547,Sean Mock,Miami (OH),2009,Jr,0,0,0,0,0,0,0,0,0,0,0
11537,Allen Roberts,Miami (OH),2009,Fr,4,2,2,0,1,1,0,0,0,0,1
11542,Kramer Soderberg,Miami (OH),2009,So,1,1,0,0,1,0,0,0,1,0,0
11535,Adam Thomas,Miami (OH),2009,So,0,0,0,0,0,0,0,0,0,0,0
11545,Orlando Williams,Miami (OH),2009,Fr,1,0,1,0,0,0,0,0,1,0,0
11544,Nick Winbush,Miami (OH),2009,Jr,9,1,7,0,0,5,0,0,1,0,2
3904,Chris Allen,Michigan State,2009,Jr,3,2,0,1,1,0,1,0,2,0,1
3907,Jon Crandell,Michigan State,2009,Sr,1,1,0,0,1,0,0,0,0,0,0
3906,Isaiah Dahlman,Michigan State,2009,Sr,0,0,0,0,0,0,0,0,0,0,1
2369,Draymond Green,Michigan State,2009,So,24,8,11,5,7,5,2,1,2,0,0
3910,Tom Herzog,Michigan State,2009,Jr,1,0,0,1,0,0,0,0,0,0,0
3909,Mike Kebler,Michigan State,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
2313,Kalin Lucas,Michigan State,2009,Jr,1,0,1,0,0,0,0,0,0,0,3
3908,Korie Lucious,Michigan State,2009,So,2,0,1,1,0,0,1,0,1,0,3
2284,Raymar Morgan,Michigan State,2009,Sr,16,7,8,0,3,4,0,0,2,0,3
3520,Derrick Nix,Michigan State,2009,Fr,4,0,4,0,0,1,0,0,0,0,0
2358,Delvon Roe,Michigan State,2009,So,21,9,11,1,4,6,1,1,1,0,0
3911,Garrick Sherman,Michigan State,2009,Fr,3,1,2,0,1,1,0,0,0,0,1
5120,Dion Sims,Michigan State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
2359,Durrell Summers,Michigan State,2009,Jr,2,0,1,1,0,1,1,1,0,0,2
3903,Austin Thornton,Michigan State,2009,So,0,0,0,0,0,0,0,0,0,0,0
3901,Eso Akunne,Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
3899,Josh Bartelstein,Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
3886,Ben Cronin,Michigan,2009,Fr,1,1,0,0,1,0,0,0,0,0,0
3894,Stu Douglass,Michigan,2009,So,0,0,0,0,0,0,0,1,1,0,0
3895,Zack Gibson,Michigan,2009,Sr,6,5,1,0,2,0,0,1,0,0,0
2279,Manny Harris,Michigan,2009,Jr,6,4,2,0,2,1,0,0,1,0,8
3893,Laval Lucas-Perry,Michigan,2009,Jr,0,0,0,0,0,0,0,0,1,0,0
3902,Darius Morris,Michigan,2009,Fr,0,0,0,0,0,0,0,0,1,0,1
3896,Zack Novak,Michigan,2009,So,2,1,1,0,1,1,0,4,2,0,0
3888,Corey Person,Michigan,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
3890,Eric Puls,Michigan,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
2388,DeShawn Sims,Michigan,2009,Sr,10,5,5,0,4,3,0,3,0,0,0
3900,Matt Vogrich,Michigan,2009,Fr,0,0,0,0,0,0,0,0,1,0,0
3885,Anthony Wright,Michigan,2009,Jr,2,1,1,0,0,0,0,0,0,0,0
20118,K.C. Anuna,Middle Tennessee State,2009,So,0,0,0,0,0,0,0,0,0,0,0
20120,Rod Emanuel,Middle Tennessee State,2009,Jr,0,0,0,0,0,0,0,0,2,0,0
20113,James Gallman,Middle Tennessee State,2009,Fr,0,0,0,0,0,0,0,1,0,0,0
15380,Montarrio Haddock,Middle Tennessee State,2009,Sr,0,0,0,0,0,0,0,1,1,0,0
20121,Theryn Hudson,Middle Tennessee State,2009,Sr,3,1,2,0,0,1,0,0,0,0,0
20119,Matthew Joines,Middle Tennessee State,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
20117,Josh Jones (3),Middle Tennessee State,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
20116,John David Little,Middle Tennessee State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20110,David Murray,Middle Tennessee State,2009,Fr,0,0,0,0,0,0,0,0,0,0,0
20109,Calvin O'Neil,Middle Tennessee State,2009,Sr,0,0,0,0,0,0,0,0,0,0,0
20122,Trevor Ottley,Middle Tennessee State,2009,Jr,8,5,2,1,4,1,1,0,2,0,0
20112,J.T. Sulton,Middle Tennessee State,2009,Fr,0,0,0,0,0,0,0,1,1,0,2
13116,James Washington,Middle Tennessee State,2009,Jr,0,0,0,0,0,0,0,0,0,0,1
20111,DeMario Williams,Middle Tennessee State,2009,So,0,0,0,0,0,0,0,0,0,0,0
15366,Desmond Yates,Middle Tennessee State,2009,Sr,0,0,0,0,0,0,0,1,0,0,0
15702,Jerard Ajami,Milwaukee,2009,Jr,0,0,0,0,0,0,0,0,0,0,0
15700,Jason Averkamp,Milwaukee,2009,Sr,2,0,2,0,0,1,0,0,0,0,0
15703,Lonnie Boga,Milwaukee,2009,Fr,0,0,0,0,0,0,0,0,1,0,0
15699,James Eayrs,Milwaukee,2009,Sr,3,1,2,0,1,2,0,1,1,0,1
