GMID,Name,School,Year,Grade,AST,PercATrans,PercARim,PercA2PJ,PercA3P,PercADunks,TO,PercTOFoul,PercTOStea,PercTOMisc
2187,JaMychal Green,Alabama,2011,Sr,46,15.22%,54.35%,15.22%,30.43%,6.52%,70,10.00%,45.71%,44.29%
28789,Moussa Gueye,Alabama,2011,So,2,0.00%,0.00%,0.00%,100.00%,0.00%,17,29.41%,17.65%,52.94%
23327,"Charles Hankerson, Jr.",Alabama,2011,So,19,36.84%,57.89%,15.79%,26.32%,10.53%,18,38.89%,11.11%,50.00%
28790,Nick Jacobs,Alabama,2011,Fr,4,0.00%,50.00%,25.00%,25.00%,25.00%,34,20.59%,41.18%,38.24%
9281,Trevor Lacey,Alabama,2011,Fr,59,27.12%,38.98%,32.20%,28.81%,6.78%,54,11.11%,55.56%,33.33%
5506,Tony Mitchell,Alabama,2011,Jr,40,22.50%,50.00%,37.50%,12.50%,25.00%,41,4.88%,48.78%,46.34%
24171,Levi Randolph,Alabama,2011,Fr,55,30.91%,43.64%,27.27%,29.09%,7.27%,32,3.13%,53.13%,43.75%
9353,Trevor Releford,Alabama,2011,So,88,38.64%,51.14%,25.00%,23.86%,21.59%,63,11.11%,44.44%,44.44%
5495,Andrew Steele,Alabama,2011,Jr,51,23.53%,41.18%,19.61%,39.22%,11.76%,31,12.90%,38.71%,48.39%
17590,Logan Aronhalt,Albany,2011,Jr,30,13.33%,36.67%,13.33%,50.00%,0.00%,56,12.50%,58.93%,28.57%
17593,Mike Black,Albany,2011,Jr,145,31.03%,30.34%,14.48%,55.17%,1.38%,89,14.61%,32.58%,52.81%
22635,Luke Devlin,Albany,2011,So,24,16.67%,33.33%,20.83%,45.83%,4.17%,23,4.35%,60.87%,34.78%
30977,Tanner Gibson,Albany,2011,Fr,8,25.00%,37.50%,0.00%,62.50%,12.50%,2,0.00%,0.00%,100.00%
20295,Jayson Guerrier,Albany,2011,Jr,19,21.05%,21.05%,15.79%,63.16%,5.26%,20,40.00%,55.00%,5.00%
30978,Peter Hooley,Albany,2011,RS-Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,2,0.00%,50.00%,50.00%
16085,Jacob Iati,Albany,2011,Jr,10,40.00%,50.00%,20.00%,30.00%,0.00%,8,12.50%,62.50%,25.00%
17583,Blake Metcalf,Albany,2011,Jr,24,25.00%,37.50%,8.33%,54.17%,4.17%,25,8.00%,40.00%,52.00%
17589,John Puk,Albany,2011,So,10,0.00%,40.00%,10.00%,50.00%,10.00%,27,18.52%,48.15%,33.33%
30980,Sam Rowley,Albany,2011,Fr,8,12.50%,37.50%,12.50%,50.00%,0.00%,8,12.50%,50.00%,37.50%
30981,Angel Suero,Albany,2011,Jr,100,30.00%,42.00%,21.00%,36.00%,6.00%,134,14.18%,41.04%,44.78%
17594,Ralph Watts,Albany,2011,So,45,33.33%,26.67%,22.22%,51.11%,0.00%,32,9.38%,40.63%,50.00%
23139,Marquiz Baker,Alcorn State,2011,RS-Sr,7,0.00%,42.86%,14.29%,42.86%,28.57%,9,11.11%,44.44%,44.44%
32028,Chris Brand,Alcorn State,2011,Jr,8,12.50%,75.00%,0.00%,25.00%,0.00%,18,11.11%,44.44%,44.44%
32654,Devon Francis,Alcorn State,2011,Fr,0,NA,NA,NA,NA,NA,4,0.00%,50.00%,50.00%
14787,Ian Francis,Alcorn State,2011,Jr,34,23.53%,44.12%,32.35%,23.53%,11.76%,47,8.51%,38.30%,53.19%
31464,JaMichael Hawkins,Alcorn State,2011,Fr,13,23.08%,46.15%,30.77%,23.08%,0.00%,35,2.86%,40.00%,57.14%
23137,Kendrick McDonald,Alcorn State,2011,Sr,39,35.90%,56.41%,5.13%,38.46%,15.38%,55,1.82%,56.36%,41.82%
31465,Jarvis Moore,Alcorn State,2011,Jr,30,40.00%,26.67%,26.67%,46.67%,3.33%,36,0.00%,61.11%,38.89%
32559,Anthony Nieves,Alcorn State,2011,Jr,28,42.86%,50.00%,28.57%,17.86%,0.00%,37,0.00%,43.24%,56.76%
31466,Twann Oakley,Alcorn State,2011,Jr,30,23.33%,43.33%,20.00%,30.00%,16.67%,55,10.91%,60.00%,29.09%
31467,Xavian Rimmer,Alcorn State,2011,Fr,46,21.74%,26.09%,45.65%,28.26%,4.35%,71,5.63%,47.89%,46.48%
32064,Martevious Sanders,Alcorn State,2011,Jr,38,26.32%,39.47%,23.68%,36.84%,21.05%,25,0.00%,68.00%,32.00%
14792,Michael Starks,Alcorn State,2011,Jr,4,0.00%,25.00%,50.00%,25.00%,0.00%,27,7.41%,40.74%,51.85%
31468,KeDorian Sullivan,Alcorn State,2011,Fr,11,9.09%,54.55%,18.18%,27.27%,9.09%,27,0.00%,59.26%,40.74%
31463,Tyson Tufono,Alcorn State,2011,Fr,4,25.00%,25.00%,50.00%,25.00%,0.00%,6,0.00%,50.00%,50.00%
16942,Mike Bersch,American University,2011,Jr,5,20.00%,0.00%,20.00%,80.00%,0.00%,3,33.33%,66.67%,0.00%
16939,Jordan Borucki,American University,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
5667,Troy Brewer,American University,2011,Sr,42,14.29%,19.05%,14.29%,66.67%,4.76%,36,11.11%,36.11%,52.78%
16935,Daniel Fisher,American University,2011,Jr,3,0.00%,0.00%,0.00%,100.00%,0.00%,12,33.33%,8.33%,58.33%
22844,"Warren Flood, Jr.",American University,2011,Jr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
16944,Riley Grafft,American University,2011,Sr,17,5.88%,17.65%,17.65%,64.71%,0.00%,19,26.32%,21.05%,52.63%
16938,Joe Hill (2),American University,2011,Sr,4,50.00%,75.00%,0.00%,25.00%,0.00%,7,0.00%,100.00%,0.00%
5958,Charles Hinkle,American University,2011,Sr,58,24.14%,50.00%,17.24%,32.76%,5.17%,67,13.43%,50.75%,35.82%
16934,Blake Jolivette,American University,2011,Jr,56,12.50%,16.07%,21.43%,62.50%,0.00%,54,5.56%,61.11%,33.33%
30933,Kyle Kager,American University,2011,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,1,0.00%,0.00%,100.00%
16945,Simon McCormack,American University,2011,Sr,34,14.71%,23.53%,14.71%,61.76%,0.00%,23,0.00%,60.87%,39.13%
16936,Daniel Munoz (2),American University,2011,Jr,134,29.10%,38.81%,20.90%,40.30%,4.48%,67,4.48%,73.13%,22.39%
30934,John Schoof,American University,2011,Fr,33,6.06%,45.45%,18.18%,36.36%,3.03%,22,4.55%,31.82%,63.64%
22819,Wayne Simon II,American University,2011,So,9,33.33%,22.22%,22.22%,55.56%,11.11%,14,14.29%,57.14%,28.57%
22820,Tony Wroblicky,American University,2011,So,6,0.00%,50.00%,0.00%,50.00%,0.00%,26,15.38%,50.00%,34.62%
20980,Isaac Butts,Appalachian State,2011,Sr,22,4.55%,40.91%,18.18%,40.91%,4.55%,52,25.00%,44.23%,30.77%
15915,Omar Carter,Appalachian State,2011,Sr,55,18.18%,21.82%,18.18%,58.18%,0.00%,60,6.67%,41.67%,51.67%
31625,Tab Hamilton,Appalachian State,2011,Fr,21,38.10%,47.62%,14.29%,38.10%,19.05%,31,6.45%,58.06%,35.48%
22899,Petey Hausley,Appalachian State,2011,Sr,2,50.00%,0.00%,50.00%,50.00%,0.00%,6,33.33%,33.33%,33.33%
20988,Nathan Healy,Appalachian State,2011,Jr,32,12.50%,56.25%,9.38%,34.38%,6.25%,25,0.00%,72.00%,28.00%
31626,Rodney Milum,Appalachian State,2011,Jr,12,25.00%,33.33%,33.33%,33.33%,0.00%,11,18.18%,63.64%,18.18%
31627,Mike Neal,Appalachian State,2011,Fr,92,39.13%,51.09%,17.39%,31.52%,6.52%,91,10.99%,53.85%,35.16%
6316,Brian Okam,Appalachian State,2011,So,3,0.00%,0.00%,0.00%,100.00%,0.00%,3,66.67%,33.33%,0.00%
4361,Jamaal Trice,Appalachian State,2011,Jr,22,4.55%,4.55%,31.82%,63.64%,0.00%,43,18.60%,51.16%,30.23%
8328,G.J. Vilarino,Appalachian State,2011,So,36,36.11%,19.44%,13.89%,66.67%,0.00%,36,11.11%,38.89%,50.00%
20979,Andre Williamson,Appalachian State,2011,Sr,35,14.29%,25.71%,20.00%,54.29%,2.86%,52,7.69%,36.54%,55.77%
22902,Mitch Woods,Appalachian State,2011,So,47,29.79%,31.91%,17.02%,51.06%,2.13%,29,10.34%,48.28%,41.38%
23246,Jordan Bachynski,Arizona State,2011,So,5,20.00%,60.00%,20.00%,20.00%,20.00%,33,21.21%,39.39%,39.39%
9329,Kyle Cain,Arizona State,2011,So,24,20.83%,29.17%,16.67%,54.17%,8.33%,53,24.53%,26.42%,49.06%
4186,Chris Colvin,Arizona State,2011,Jr,108,32.41%,45.37%,12.04%,41.67%,11.11%,93,12.90%,47.31%,39.78%
23245,Chanse Creekmur,Arizona State,2011,So,18,16.67%,38.89%,16.67%,44.44%,11.11%,22,4.55%,50.00%,45.45%
23244,Carrick Felix,Arizona State,2011,Jr,38,23.68%,31.58%,26.32%,42.11%,7.89%,68,17.65%,39.71%,42.65%
28983,Jonathan Gilling,Arizona State,2011,Fr,52,21.15%,59.62%,23.08%,17.31%,7.69%,43,6.98%,53.49%,39.53%
32006,Max Heller,Arizona State,2011,Fr,11,36.36%,27.27%,0.00%,72.73%,9.09%,8,12.50%,50.00%,37.50%
9297,Keala King,Arizona State,2011,So,43,37.21%,30.23%,27.91%,41.86%,9.30%,51,9.80%,47.06%,43.14%
6679,Trent Lockett,Arizona State,2011,Jr,55,7.27%,32.73%,21.82%,45.45%,3.64%,79,10.13%,56.96%,32.91%
32063,Pierre Newton,Arizona State,2011,Fr,1,100.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
6677,Ruslan Pateev,Arizona State,2011,Jr,21,4.76%,38.10%,4.76%,57.14%,0.00%,46,6.52%,50.00%,43.48%
23324,Dave Whitmore,Arizona State,2011,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
23243,Robert Arvizu,Arizona,2011,So,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
24206,Angelo Chol,Arizona,2011,Fr,5,0.00%,0.00%,0.00%,100.00%,0.00%,23,30.43%,26.09%,43.48%
32553,Quinton Crawford,Arizona,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6649,Kyle Fogg,Arizona,2011,Sr,76,23.68%,42.11%,13.16%,43.42%,11.84%,63,6.35%,61.90%,31.75%
6653,Solomon Hill,Arizona,2011,Jr,91,21.98%,31.87%,17.58%,50.55%,6.59%,86,13.95%,39.53%,46.51%
6641,Alex Jacobson,Arizona,2011,Sr,3,0.00%,0.00%,33.33%,66.67%,0.00%,1,0.00%,0.00%,100.00%
24163,Nick Johnson,Arizona,2011,Fr,85,31.76%,34.12%,21.18%,44.71%,4.71%,67,11.94%,52.24%,35.82%
24208,Sidiki Johnson,Arizona,2011,Fr,0,NA,NA,NA,NA,NA,1,0.00%,0.00%,100.00%
6642,Brendon Lavender,Arizona,2011,Sr,28,25.00%,21.43%,14.29%,64.29%,7.14%,18,16.67%,44.44%,38.89%
23242,Jordin Mayes,Arizona,2011,So,31,19.35%,35.48%,6.45%,58.06%,3.23%,28,17.86%,42.86%,39.29%
32554,Drew Mellon,Arizona,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6650,Kyryl Natyazhko,Arizona,2011,Jr,4,25.00%,0.00%,25.00%,75.00%,0.00%,9,44.44%,44.44%,11.11%
6648,Kevin Parrom,Arizona,2011,Jr,33,21.21%,15.15%,12.12%,72.73%,0.00%,16,6.25%,37.50%,56.25%
23241,Jesse Perry,Arizona,2011,Sr,45,13.33%,24.44%,11.11%,64.44%,2.22%,53,18.87%,39.62%,41.51%
24166,Josiah Turner,Arizona,2011,Fr,70,35.71%,57.14%,15.71%,27.14%,22.86%,60,15.00%,51.67%,33.33%
6651,Max Wiepking,Arizona,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
6645,Dondre Wise,Arizona,2011,Sr,2,50.00%,0.00%,50.00%,50.00%,0.00%,1,0.00%,100.00%,0.00%
31471,Austin Allen,Arkansas-Pine Bluff ,2011,So,2,0.00%,50.00%,0.00%,50.00%,0.00%,11,0.00%,54.55%,45.45%
23147,Mitchell Anderson,Arkansas-Pine Bluff ,2011,Jr,39,46.15%,38.46%,20.51%,41.03%,10.26%,72,4.17%,65.28%,30.56%
32151,Rontrell Bailey,Arkansas-Pine Bluff ,2011,Sr,28,32.14%,46.43%,28.57%,25.00%,10.71%,30,3.33%,33.33%,63.33%
23143,Daniel Broughton,Arkansas-Pine Bluff ,2011,So,30,20.00%,56.67%,16.67%,26.67%,6.67%,74,13.51%,36.49%,50.00%
32457,Edward Buford,Arkansas-Pine Bluff ,2011,Sr,0,NA,NA,NA,NA,NA,3,0.00%,33.33%,66.67%
31470,Jaylon Floyd,Arkansas-Pine Bluff ,2011,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,11,0.00%,54.55%,45.45%
31472,Jamar Harris,Arkansas-Pine Bluff ,2011,Jr,5,20.00%,20.00%,20.00%,60.00%,0.00%,20,25.00%,35.00%,40.00%
31469,Lazabian Jackson,Arkansas-Pine Bluff ,2011,Jr,77,36.36%,50.65%,23.38%,25.97%,15.58%,64,4.69%,60.94%,34.38%
23142,Clay Jones,Arkansas-Pine Bluff ,2011,Sr,54,22.22%,44.44%,24.07%,29.63%,7.41%,62,8.06%,53.23%,38.71%
14866,Kyle Jones,Arkansas-Pine Bluff ,2011,So,11,27.27%,27.27%,18.18%,54.55%,0.00%,8,0.00%,100.00%,0.00%
23146,Marcel Mosley,Arkansas-Pine Bluff ,2011,RS-So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
31473,Derrius Nelson,Arkansas-Pine Bluff ,2011,Sr,6,33.33%,50.00%,33.33%,16.67%,16.67%,7,0.00%,42.86%,57.14%
23997,Demetrious Smith,Arkansas-Pine Bluff ,2011,Sr,5,20.00%,0.00%,60.00%,40.00%,0.00%,8,12.50%,50.00%,37.50%
14855,Savalace Townsend,Arkansas-Pine Bluff ,2011,Sr,103,30.10%,32.04%,33.98%,33.98%,8.74%,98,7.14%,52.04%,40.82%
23145,Lavoris Weathers,Arkansas-Pine Bluff ,2011,Sr,4,25.00%,25.00%,0.00%,50.00%,0.00%,19,15.79%,21.05%,63.16%
19722,Kinley Ogbonnaya-Branch,Arkansas State ,2011,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,9,0.00%,77.78%,22.22%
7752,Bryce Clark,Arkansas State ,2011,Jr,2,50.00%,50.00%,0.00%,50.00%,0.00%,13,15.38%,53.85%,30.77%
31708,Rakeem Dickerson,Arkansas State ,2011,Fr,46,23.91%,36.96%,13.04%,50.00%,4.35%,41,9.76%,68.29%,21.95%
19726,Trey Finn,Arkansas State ,2011,Jr,54,22.22%,38.89%,29.63%,31.48%,12.96%,25,8.00%,56.00%,36.00%
32148,Darion Griswold,Arkansas State ,2011,Fr,3,33.33%,33.33%,0.00%,33.33%,0.00%,13,0.00%,30.77%,69.23%
31709,Marcus Hooten,Arkansas State ,2011,Jr,55,12.73%,45.45%,29.09%,25.45%,5.45%,64,9.38%,46.88%,43.75%
4261,Malcoln Kirkland,Arkansas State ,2011,Sr,20,10.00%,45.00%,0.00%,55.00%,5.00%,74,14.86%,40.54%,44.59%
19716,Brandon Peterson,Arkansas State ,2011,Jr,29,20.69%,44.83%,3.45%,51.72%,3.45%,67,16.42%,52.24%,31.34%
19715,Adam Sterrenberg,Arkansas State ,2011,Jr,13,23.08%,53.85%,15.38%,30.77%,15.38%,14,7.14%,50.00%,42.86%
23025,Edward Townsel,Arkansas State ,2011,So,103,33.01%,35.92%,16.50%,47.57%,10.68%,106,2.83%,61.32%,35.85%
31710,Johnny Zuppardo,Arkansas State ,2011,Fr,2,0.00%,50.00%,50.00%,0.00%,0.00%,21,28.57%,14.29%,57.14%
24356,Devonta Abron,Arkansas,2011,Fr,20,15.00%,25.00%,20.00%,55.00%,10.00%,27,18.52%,48.15%,33.33%
23330,Kikko Haydar,Arkansas,2011,So,5,80.00%,60.00%,20.00%,20.00%,20.00%,5,0.00%,80.00%,20.00%
24172,Ky Madden,Arkansas,2011,Fr,58,41.38%,41.38%,18.97%,37.93%,13.79%,50,2.00%,38.00%,60.00%
24196,Hunter Mickelson,Arkansas,2011,Fr,14,35.71%,57.14%,14.29%,28.57%,14.29%,32,21.88%,46.88%,31.25%
5532,Brandon Mitchell,Arkansas,2011,So,5,60.00%,20.00%,0.00%,80.00%,0.00%,5,40.00%,0.00%,60.00%
5538,Julysses Nobles,Arkansas,2011,Jr,99,48.48%,43.43%,17.17%,39.39%,10.10%,58,12.07%,51.72%,36.21%
5540,Marshawn Powell,Arkansas,2011,RS-Jr,3,33.33%,66.67%,0.00%,33.33%,0.00%,8,12.50%,25.00%,62.50%
5541,Michael Sanchez,Arkansas,2011,Sr,11,9.09%,63.64%,0.00%,36.36%,9.09%,38,23.68%,31.58%,44.74%
23332,Rickey Scott,Arkansas,2011,So,79,50.63%,37.97%,16.46%,45.57%,6.33%,52,11.54%,42.31%,46.15%
32065,Matt Thompson,Arkansas,2011,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
23331,Mardracus Wade,Arkansas,2011,So,48,25.00%,27.08%,29.17%,43.75%,4.17%,43,4.65%,55.81%,39.53%
2439,Marvell Waithe,Arkansas,2011,Sr,20,25.00%,35.00%,15.00%,50.00%,10.00%,19,15.79%,31.58%,52.63%
24161,B.J. Young,Arkansas,2011,Fr,73,36.99%,49.32%,21.92%,28.77%,6.85%,74,17.57%,41.89%,40.54%
30960,Sean Billerman,Army,2011,Fr,1,100.00%,100.00%,0.00%,0.00%,100.00%,0,NA,NA,NA
16984,Ella Ellis,Army,2011,Jr,63,20.63%,38.10%,6.35%,55.56%,0.00%,71,5.63%,39.44%,54.93%
30961,Michael Felton,Army,2011,Fr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
30957,Chris Gramling,Army,2011,Fr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
30958,Jalen Harris,Army,2011,Fr,15,53.33%,20.00%,13.33%,66.67%,0.00%,17,5.88%,41.18%,52.94%
22836,Pat Harris,Army,2011,Sr,1,0.00%,0.00%,0.00%,100.00%,0.00%,0,NA,NA,NA
22837,Josh Herbeck,Army,2011,So,40,27.50%,45.00%,10.00%,45.00%,2.50%,44,0.00%,43.18%,56.82%
22838,Brian Hornstein,Army,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
22839,Josh Johnson (3),Army,2011,Sr,3,33.33%,66.67%,0.00%,33.33%,0.00%,8,0.00%,25.00%,75.00%
22840,Cartavious Kincade,Army,2011,So,1,0.00%,0.00%,0.00%,100.00%,0.00%,3,0.00%,33.33%,66.67%
30954,Maxwell Lenox,Army,2011,Fr,96,48.96%,35.42%,6.25%,58.33%,6.25%,83,3.61%,43.37%,53.01%
16986,Jason Pancoe,Army,2011,Jr,28,42.86%,46.43%,10.71%,42.86%,0.00%,16,0.00%,68.75%,31.25%
16992,Julian Simmons,Army,2011,Sr,23,13.04%,39.13%,13.04%,47.83%,4.35%,32,3.13%,43.75%,53.13%
16990,Jordan Springer,Army,2011,Jr,19,5.26%,10.53%,21.05%,68.42%,0.00%,31,12.90%,48.39%,38.71%
22842,Andrew Stire,Army,2011,So,16,12.50%,37.50%,6.25%,56.25%,0.00%,31,0.00%,32.26%,67.74%
30959,Whit Thornton,Army,2011,Fr,27,22.22%,51.85%,22.22%,25.93%,3.70%,31,3.23%,41.94%,54.84%
30962,Matt Walker,Army,2011,Fr,0,NA,NA,NA,NA,NA,2,0.00%,50.00%,50.00%
30956,Milton Washington,Army,2011,Fr,35,37.14%,28.57%,5.71%,65.71%,0.00%,38,2.63%,42.11%,55.26%
30955,Mo Williams,Army,2011,Fr,35,25.71%,37.14%,17.14%,45.71%,2.86%,42,7.14%,47.62%,45.24%
5587,Rob Chubb,Auburn,2011,Jr,29,17.24%,48.28%,13.79%,37.93%,3.45%,66,15.15%,43.94%,40.91%
23335,Chris Denson,Auburn,2011,So,34,14.71%,41.18%,26.47%,32.35%,11.76%,41,9.76%,41.46%,48.78%
5581,Jake Drum,Auburn,2011,Sr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
23333,Adrian Forbes,Auburn,2011,Sr,2,50.00%,50.00%,50.00%,0.00%,0.00%,25,20.00%,36.00%,44.00%
5584,Kenny Gabriel,Auburn,2011,Sr,31,19.35%,32.26%,29.03%,38.71%,16.13%,65,12.31%,53.85%,33.85%
3689,Noel Johnson,Auburn,2011,Jr,8,12.50%,37.50%,50.00%,12.50%,12.50%,12,0.00%,66.67%,33.33%
28795,Willy Kouassi,Auburn,2011,Fr,1,0.00%,0.00%,0.00%,100.00%,0.00%,12,16.67%,16.67%,66.67%
23336,Josh Langford,Auburn,2011,So,10,30.00%,30.00%,10.00%,60.00%,10.00%,14,7.14%,64.29%,28.57%
28793,Cedric McAfee,Auburn,2011,Fr,0,NA,NA,NA,NA,NA,1,0.00%,100.00%,0.00%
5589,Tony Neysmith,Auburn,2011,Sr,12,8.33%,58.33%,25.00%,16.67%,8.33%,4,0.00%,75.00%,25.00%
23334,Allen Payne,Auburn,2011,RS-Jr,18,22.22%,33.33%,16.67%,50.00%,5.56%,20,10.00%,55.00%,35.00%
23463,T.J. Rice,Auburn,2011,So,0,NA,NA,NA,NA,NA,0,NA,NA,NA
7676,Dylan Spencer,Auburn,2011,Jr,0,NA,NA,NA,NA,NA,2,0.00%,100.00%,0.00%
5580,Frankie Sullivan,Auburn,2011,Jr,71,40.85%,52.11%,23.94%,23.94%,16.90%,50,12.00%,56.00%,32.00%
5583,Josh Wallace,Auburn,2011,Jr,67,23.88%,26.87%,22.39%,50.75%,8.96%,34,0.00%,61.76%,38.24%
4277,Varez Ward,Auburn,2011,So,103,23.30%,46.60%,19.42%,33.98%,14.56%,72,5.56%,61.11%,33.33%
22513,Melvin Baker,Austin Peay,2011,Sr,25,16.00%,44.00%,32.00%,24.00%,8.00%,67,2.99%,56.72%,40.30%
11659,Justin Blake,Austin Peay,2011,Jr,16,18.75%,18.75%,50.00%,31.25%,6.25%,15,13.33%,46.67%,40.00%
9444,Anthony Campbell,Austin Peay,2011,Jr,3,66.67%,66.67%,0.00%,33.33%,0.00%,11,9.09%,63.64%,27.27%
8011,Jerome Clyburn,Austin Peay,2011,Jr,88,37.50%,38.64%,28.41%,32.95%,7.95%,65,9.23%,58.46%,32.31%
31333,Kevin Covington,Austin Peay,2011,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,2,50.00%,50.00%,0.00%
6485,TyShwan Edmondson,Austin Peay,2011,Sr,61,29.51%,50.82%,27.87%,21.31%,11.48%,74,8.11%,51.35%,40.54%
11658,John Fraley,Austin Peay,2011,Sr,21,14.29%,38.10%,28.57%,33.33%,9.52%,45,24.44%,35.56%,40.00%
31335,Chris Freeman,Austin Peay,2011,Fr,4,25.00%,25.00%,25.00%,50.00%,0.00%,17,23.53%,29.41%,47.06%
22515,Thomas Greer,Austin Peay,2011,Fr,8,25.00%,25.00%,50.00%,25.00%,0.00%,11,18.18%,54.55%,27.27%
22511,Joe Harms,Austin Peay,2011,Fr,0,NA,NA,NA,NA,NA,2,50.00%,0.00%,50.00%
22510,Matt Hasse,Austin Peay,2011,So,5,20.00%,60.00%,20.00%,20.00%,0.00%,7,28.57%,42.86%,28.57%
31336,Herdie Lawrence,Austin Peay,2011,Fr,47,23.40%,40.43%,29.79%,29.79%,6.38%,53,11.32%,50.94%,37.74%
22512,Josh Terry,Austin Peay,2011,Sr,68,25.00%,48.53%,33.82%,17.65%,13.24%,62,14.52%,46.77%,38.71%
22516,Will Triggs,Austin Peay,2011,So,37,16.22%,32.43%,27.03%,40.54%,2.70%,28,14.29%,32.14%,53.57%
22514,Alton Williams,Austin Peay,2011,So,4,0.00%,0.00%,25.00%,75.00%,0.00%,0,NA,NA,NA
31292,Aaron Adeoye,Ball State,2011,Fr,8,25.00%,37.50%,12.50%,50.00%,0.00%,37,18.92%,40.54%,40.54%
23945,Jesse Berry,Ball State,2011,So,33,21.21%,21.21%,9.09%,69.70%,0.00%,46,6.52%,47.83%,45.65%
23943,Chris Bond,Ball State,2011,So,23,26.09%,73.91%,8.70%,17.39%,4.35%,44,11.36%,34.09%,54.55%
31291,Zeke Chapman,Ball State,2011,Fr,1,0.00%,0.00%,100.00%,0.00%,0.00%,4,0.00%,75.00%,25.00%
11385,Randy Davis,Ball State,2011,Sr,144,34.03%,32.64%,22.92%,44.44%,8.33%,44,9.09%,50.00%,40.91%
11388,Zach Fields,Ball State,2011,Jr,1,0.00%,0.00%,100.00%,0.00%,0.00%,3,66.67%,0.00%,33.33%
11378,Jarrod Jones,Ball State,2011,Sr,24,25.00%,33.33%,12.50%,54.17%,0.00%,51,11.76%,43.14%,45.10%
23940,Matt Kamieniecki,Ball State,2011,So,14,21.43%,64.29%,21.43%,14.29%,14.29%,25,28.00%,44.00%,28.00%
15808,Tyler Koch,Ball State,2011,So,39,30.77%,64.10%,15.38%,17.95%,10.26%,32,9.38%,56.25%,34.38%
23942,Tyrae Robinson,Ball State,2011,So,79,29.11%,46.84%,13.92%,39.24%,12.66%,53,3.77%,47.17%,49.06%
11379,Jauwan Scaife,Ball State,2011,Jr,26,34.62%,38.46%,15.38%,46.15%,3.85%,26,7.69%,69.23%,23.08%
11384,Pierre Sneed,Ball State,2011,Sr,8,25.00%,37.50%,12.50%,50.00%,0.00%,10,10.00%,20.00%,70.00%
4130,Quincy Acy,Baylor,2011,Sr,38,21.05%,31.58%,23.68%,44.74%,5.26%,72,13.89%,43.06%,43.06%
24186,Deuce Bello,Baylor,2011,Fr,11,0.00%,18.18%,63.64%,18.18%,9.09%,26,7.69%,61.54%,30.77%
4145,Fred Ellis,Baylor,2011,Sr,14,28.57%,85.71%,7.14%,7.14%,78.57%,14,0.00%,28.57%,71.43%
9298,"Gary Franklin, Jr.",Baylor,2011,So,26,38.46%,34.62%,34.62%,30.77%,19.23%,15,13.33%,66.67%,20.00%
5276,Brady Heslip,Baylor,2011,So,37,27.03%,29.73%,37.84%,32.43%,21.62%,17,0.00%,70.59%,29.41%
28285,Pierre Jackson,Baylor,2011,Jr,223,37.22%,47.53%,17.94%,34.53%,28.25%,133,6.02%,52.63%,41.35%
4149,Cory Jefferson,Baylor,2011,So,3,33.33%,33.33%,33.33%,33.33%,33.33%,15,13.33%,53.33%,33.33%
4142,Anthony Jones,Baylor,2011,Sr,16,18.75%,56.25%,12.50%,31.25%,43.75%,28,0.00%,35.71%,64.29%
7116,Perry Jones,Baylor,2011,So,42,11.90%,28.57%,14.29%,57.14%,11.90%,56,7.14%,51.79%,41.07%
24146,Quincy Miller,Baylor,2011,Fr,52,25.00%,46.15%,15.38%,36.54%,32.69%,66,18.18%,39.39%,42.42%
23281,Jacob Neubert,Baylor,2011,Jr,0,NA,NA,NA,NA,NA,0,NA,NA,NA
4150,A.J. Walton,Baylor,2011,Jr,106,25.47%,40.57%,18.87%,40.57%,17.92%,77,6.49%,59.74%,33.77%
14154,Brandon Baker,Belmont,2011,Jr,35,14.29%,42.86%,11.43%,45.71%,0.00%,16,6.25%,56.25%,37.50%
14152,Adam Barnes,Belmont,2011,Jr,26,3.85%,23.08%,11.54%,61.54%,0.00%,18,16.67%,55.56%,27.78%
31021,Seth Cavera,Belmont,2011,Fr,1,0.00%,100.00%,0.00%,0.00%,0.00%,0,NA,NA,NA
22612,Reece Chamberlain,Belmont,2011,Fr,15,33.33%,40.00%,13.33%,46.67%,0.00%,12,0.00%,83.33%,16.67%
